"","county","category","taxonomic_group","taxonomic_subgroup","common_name","state_conservation_rank","global_conservation_rank","human_pop_county","human_growth_rate","land_area","water_area","pop_per_mi"
"29","Albany","Animal","Birds","Blackbirds and Orioles","Common Grackle","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"30","Albany","Animal","Birds","Blackbirds and Orioles","Eastern Meadowlark","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"31","Albany","Animal","Birds","Cardinals and Buntings","Northern Cardinal","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"32","Albany","Animal","Birds","Cardinals and Buntings","Indigo Bunting","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"33","Albany","Animal","Birds","Cardinals and Buntings","Rose-breasted Grosbeak","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"34","Albany","Animal","Birds","Cardinals and Buntings","Scarlet Tanager","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"35","Albany","Animal","Birds","Chickadees and Titmice","Tufted Titmouse","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"36","Albany","Animal","Birds","Wood-Warblers","Common Yellowthroat","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"37","Albany","Animal","Birds","Chickadees and Titmice","Black-capped Chickadee","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"38","Albany","Animal","Birds","Creepers","Brown Creeper","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"39","Albany","Animal","Birds","Crows and Jays","American Crow","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"40","Albany","Animal","Birds","Crows and Jays","Common Raven","S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"41","Albany","Animal","Birds","Crows and Jays","Fish Crow","S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"42","Albany","Animal","Birds","Crows and Jays","Blue Jay","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"43","Albany","Animal","Birds","Cuckoos","Yellow-billed Cuckoo","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"44","Albany","Animal","Birds","Cuckoos","Black-billed Cuckoo","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"45","Albany","Animal","Birds","Ducks, Geese, Waterfowl","Wood Duck","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"46","Albany","Animal","Birds","Ducks, Geese, Waterfowl","Blue-winged Teal","S2S3B,SNRN","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"47","Albany","Animal","Birds","Ducks, Geese, Waterfowl","Mallard","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"48","Albany","Animal","Birds","Ducks, Geese, Waterfowl","Mallard x Am. Black Duck Hybrid","SNA","GNA",303348,-0.2427,1354273421,26971925,0.000219619201525983
"49","Albany","Animal","Birds","Ducks, Geese, Waterfowl","American Black Duck","S3B,SNRN","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"50","Albany","Animal","Birds","Ducks, Geese, Waterfowl","Canada Goose","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"51","Albany","Animal","Birds","Ducks, Geese, Waterfowl","Hooded Merganser","S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"52","Albany","Animal","Birds","Finches and Crossbills","House Finch","SNA","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"53","Albany","Animal","Birds","Finches and Crossbills","Purple Finch","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"54","Albany","Animal","Birds","Finches and Crossbills","Red Crossbill","S2S3","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"55","Albany","Animal","Birds","Finches and Crossbills","White-winged Crossbill","S2S3","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"56","Albany","Animal","Birds","Finches and Crossbills","Pine Siskin","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"57","Albany","Animal","Birds","Finches and Crossbills","American Goldfinch","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"58","Albany","Animal","Birds","Flycatchers","Eastern Wood-Pewee","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"59","Albany","Animal","Birds","Flycatchers","Alder Flycatcher","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"60","Albany","Animal","Birds","Flycatchers","Least Flycatcher","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"61","Albany","Animal","Birds","Flycatchers","Willow Flycatcher","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"62","Albany","Animal","Birds","Flycatchers","Great Crested Flycatcher","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"63","Albany","Animal","Birds","Flycatchers","Eastern Phoebe","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"64","Albany","Animal","Birds","Flycatchers","Eastern Kingbird","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"65","Albany","Animal","Birds","Gnatcatchers","Blue-gray Gnatcatcher","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"66","Albany","Animal","Birds","Grebes","Pied-billed Grebe","S3B,S1N","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"67","Albany","Animal","Birds","Grouse, Pheasants, Turkeys","Ruffed Grouse","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"68","Albany","Animal","Birds","Grouse, Pheasants, Turkeys","Wild Turkey","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"69","Albany","Animal","Birds","Grouse, Pheasants, Turkeys","Ring-necked Pheasant","SNA","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"70","Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Spotted Sandpiper","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"71","Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Upland Sandpiper","S3B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"72","Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Killdeer","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"73","Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","Wilson's Snipe","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"74","Albany","Animal","Birds","Gulls, Terns, Plovers, Shorebirds","American Woodcock","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"75","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Cooper's Hawk","S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"76","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Northern Goshawk","S3S4B,S3N","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"77","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Sharp-shinned Hawk","S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"78","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Red-tailed Hawk","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"79","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Red-shouldered Hawk","S4B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"80","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Broad-winged Hawk","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"81","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Turkey Vulture","S4B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"82","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Northern Harrier","S3B,S3N","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"83","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Peregrine Falcon","S3B","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"84","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","American Kestrel","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"85","Albany","Animal","Birds","Hawks, Falcons, Eagles, Vultures","Osprey","S4B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"86","Ulster","Plant","Flowering Plants","Sedges","Cat-tail Sedge","S2","G5",175883,-3.5824,2911757764,94596811,5.85037445225502e-05
"87","Albany","Animal","Birds","Hummingbirds and Swifts","Ruby-throated Hummingbird","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"88","Albany","Animal","Birds","Hummingbirds and Swifts","Chimney Swift","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"89","Albany","Animal","Birds","Kingfishers","Belted Kingfisher","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"90","Albany","Animal","Birds","Kinglets","Ruby-crowned Kinglet","S3B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"91","Albany","Animal","Birds","Kinglets","Golden-crowned Kinglet","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"92","Albany","Animal","Birds","Mockingbirds and Thrashers","Gray Catbird","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"93","Albany","Animal","Birds","Mockingbirds and Thrashers","Northern Mockingbird","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"94","Albany","Animal","Birds","Mockingbirds and Thrashers","Brown Thrasher","S3S4B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"95","Albany","Animal","Birds","Nightbirds","Whip-poor-will","S3B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"96","Albany","Animal","Birds","Nuthatches","Red-breasted Nuthatch","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"97","Albany","Animal","Birds","Nuthatches","White-breasted Nuthatch","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"98","Albany","Animal","Birds","Old World Sparrows","House Sparrow","SNA","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"99","Albany","Animal","Birds","Owls","Northern Saw-whet Owl","S3","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"100","Albany","Animal","Birds","Owls","Long-eared Owl","S2S3B,SNRN","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"101","Albany","Animal","Birds","Owls","Great Horned Owl","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"102","Albany","Animal","Birds","Owls","Eastern Screech-Owl","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"103","Albany","Animal","Birds","Owls","Barred Owl","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"104","Albany","Animal","Birds","Owls","Barn Owl","S1S2","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"105","Albany","Animal","Birds","Pigeons and Doves","Rock Pigeon","SNA","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"106","Albany","Animal","Birds","Pigeons and Doves","Mourning Dove","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"107","Albany","Animal","Butterflies and Moths","Moths","Waxed Sallow","S1S3","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"108","Albany","Animal","Birds","Rails, Coots and Cranes","Common Moorhen","S3S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"109","Albany","Animal","Birds","Rails, Coots and Cranes","Sora","S4","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"110","Albany","Animal","Birds","Rails, Coots and Cranes","King Rail","S1B","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"111","Albany","Animal","Birds","Rails, Coots and Cranes","Virginia Rail","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"112","Albany","Animal","Birds","Sparrows and Towhees","Henslow's Sparrow","S3B","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"113","Albany","Animal","Birds","Sparrows and Towhees","Grasshopper Sparrow","S3B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"114","Albany","Animal","Birds","Sparrows and Towhees","Dark-eyed Junco","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"115","Albany","Animal","Birds","Sparrows and Towhees","Swamp Sparrow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"116","Albany","Animal","Birds","Sparrows and Towhees","Song Sparrow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"117","Albany","Animal","Birds","Sparrows and Towhees","Savannah Sparrow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"118","Albany","Animal","Birds","Sparrows and Towhees","Eastern Towhee","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"119","Albany","Animal","Birds","Sparrows and Towhees","Vesper Sparrow","S3B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"120","Albany","Animal","Birds","Sparrows and Towhees","Chipping Sparrow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"121","Albany","Animal","Birds","Sparrows and Towhees","Field Sparrow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"122","Albany","Animal","Birds","Sparrows and Towhees","White-throated Sparrow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"123","Albany","Animal","Birds","Starlings","European Starling","SNA","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"124","Albany","Animal","Birds","Swallows","Barn Swallow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"125","Albany","Animal","Birds","Swallows","Cliff Swallow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"126","Albany","Animal","Birds","Swallows","Purple Martin","S4B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"127","Albany","Animal","Birds","Swallows","Bank Swallow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"128","Albany","Animal","Birds","Swallows","Northern Rough-winged Swallow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"129","Albany","Animal","Birds","Swallows","Tree Swallow","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"130","Albany","Animal","Birds","Thrushes and Bluebirds","Veery","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"131","Albany","Animal","Birds","Thrushes and Bluebirds","Hermit Thrush","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"132","Albany","Animal","Birds","Thrushes and Bluebirds","Swainson's Thrush","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"133","Albany","Animal","Birds","Thrushes and Bluebirds","Eastern Bluebird","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"134","Albany","Animal","Birds","Thrushes and Bluebirds","American Robin","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"135","Albany","Animal","Birds","Vireos","Yellow-throated Vireo","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"136","Albany","Animal","Birds","Vireos","Warbling Vireo","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"137","Albany","Animal","Birds","Vireos","Red-eyed Vireo","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"138","Albany","Animal","Birds","Vireos","Blue-headed Vireo","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"139","Albany","Animal","Birds","Waxwings","Cedar Waxwing","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"140","Albany","Animal","Birds","Woodpeckers","Northern Flicker","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"141","Albany","Animal","Birds","Woodpeckers","Pileated Woodpecker","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"142","Albany","Animal","Birds","Woodpeckers","Red-bellied Woodpecker","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"143","Wyoming","Animal","Mammals","Bats","Silver-haired Bat","S2S3B","G3G4",39531,-6.1601,1535219438,9158067,2.55967209260795e-05
"144","Albany","Animal","Birds","Woodpeckers","Downy Woodpecker","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"145","Albany","Animal","Birds","Woodpeckers","Hairy Woodpecker","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"146","Albany","Animal","Birds","Woodpeckers","Yellow-bellied Sapsucker","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"147","Albany","Animal","Birds","Wood-Warblers","Canada Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"148","Albany","Animal","Birds","Wood-Warblers","Worm-eating Warbler","S4B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"149","Albany","Animal","Birds","Wood-Warblers","Black-and-white Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"150","Albany","Animal","Birds","Wood-Warblers","Nashville Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"151","Albany","Animal","Birds","Wood-Warblers","Louisiana Waterthrush","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"152","Albany","Animal","Birds","Wood-Warblers","Northern Waterthrush","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"153","Albany","Animal","Birds","Wood-Warblers","Prothonotary Warbler","S2B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"154","Albany","Animal","Birds","Wood-Warblers","Ovenbird","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"155","Albany","Animal","Birds","Wood-Warblers","Black-throated Blue Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"156","Albany","Animal","Birds","Wood-Warblers","Cerulean Warbler","S3?B","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"157","Albany","Animal","Birds","Wood-Warblers","Hooded Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"158","Albany","Animal","Birds","Wood-Warblers","Yellow-rumped Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"159","Albany","Animal","Birds","Wood-Warblers","Prairie Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"160","Albany","Animal","Birds","Wood-Warblers","Blackburnian Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"161","Albany","Animal","Birds","Wood-Warblers","Magnolia Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"162","Albany","Animal","Birds","Wood-Warblers","Chestnut-sided Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"163","Albany","Animal","Birds","Wood-Warblers","Yellow Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"164","Albany","Animal","Birds","Wood-Warblers","Pine Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"165","Albany","Animal","Birds","Wood-Warblers","American Redstart","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"166","Albany","Animal","Birds","Wood-Warblers","Black-throated Green Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"167","Albany","Animal","Birds","Wood-Warblers","Golden-winged Warbler","S3B","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"168","Albany","Animal","Birds","Wood-Warblers","Lawrence's Warbler","SNA","GNA",303348,-0.2427,1354273421,26971925,0.000219619201525983
"169","Albany","Animal","Birds","Wood-Warblers","Blue-winged Warbler","S5B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"170","Albany","Animal","Birds","Wood-Warblers","Brewster's Warbler","SNA","GNA",303348,-0.2427,1354273421,26971925,0.000219619201525983
"171","Albany","Animal","Birds","Wrens","Marsh Wren","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"172","Albany","Animal","Birds","Wrens","Sedge Wren","S3B","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"173","Albany","Animal","Birds","Wrens","Carolina Wren","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"174","Albany","Animal","Birds","Wrens","House Wren","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"175","Albany","Animal","Birds","Wrens","Winter Wren","S5","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"176","Albany","Animal","Butterflies and Moths","Butterflies and Skippers","Dusted Skipper","S2S3","G4G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"177","Suffolk","Plant","Flowering Plants","Sedges","Hairy Dwarf Umbrella Sedge","SX","G4G5",1468140,-1.7533,2359930478,3786764809,0.000238850297834847
"178","Albany","Animal","Butterflies and Moths","Butterflies and Skippers","Persius Duskywing","S1","G5T1T3",303348,-0.2427,1354273421,26971925,0.000219619201525983
"179","Albany","Animal","Butterflies and Moths","Moths","Barrens Dagger Moth","S1","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"180","Albany","Animal","Butterflies and Moths","Moths","Precious Underwing","SH","G4T2",303348,-0.2427,1354273421,26971925,0.000219619201525983
"181","Albany","Animal","Butterflies and Moths","Moths","An Underwing Moth","SH","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"182","Albany","Animal","Butterflies and Moths","Moths","Bird Dropping Moth","S1S2","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"183","Albany","Animal","Butterflies and Moths","Moths","Marsh Fern Moth","S1S3","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"184","Albany","Animal","Butterflies and Moths","Moths","Inland Barrens Buckmoth","S1S2","G5T5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"185","Albany","Animal","Butterflies and Moths","Moths","Ostrich Fern Borer Moth","S1S3","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"186","Albany","Animal","Butterflies and Moths","Moths","Toothed Apharetra","S2S4","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"187","Albany","Animal","Dragonflies and Damselflies","Dragonflies","Comet Darner","S2S3","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"188","Albany","Animal","Dragonflies and Damselflies","Dragonflies","Cobra Clubtail","S1","G5",303348,-0.2427,1354273421,26971925,0.000219619201525983
"189","Oswego","Animal","Fish","Minnows, Shiners, Suckers","Blacknose Shiner","S2S3","G5",116342,-4.7447,2464751380,933476017,3.42360844076262e-05
"190","Albany","Animal","Dragonflies and Damselflies","Dragonflies","Riverine Clubtail","SH","G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"191","New York","Plant","Flowering Plants","Sedges","Red-rooted Flat Sedge","S3","G5",1628010,2.4698,58679457,29014840,0.0185646051760926
"192","Albany","Animal","Dragonflies and Damselflies","Dragonflies","Ringed Boghaunter","SH","G3",303348,-0.2427,1354273421,26971925,0.000219619201525983
"193","Richmond","Plant","Flowering Plants","Other Flowering Plants","Rose Pink","S1","G5",475909,1.3402,148982680,117441533,0.00178628284059152
"194","Albany","Animal","Fish","Sturgeons and Paddlefish","Atlantic Sturgeon","S1","G3",303348,-0.2427,1354273421,26971925,0.000219619201525983
"195","Albany","Animal","Mammals","Bats","Indiana Bat","S1","G2",303348,-0.2427,1354273421,26971925,0.000219619201525983
"196","Albany","Animal","Mammals","Rodents","Allegheny Woodrat","S1","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"197","Richmond","Plant","Flowering Plants","Asters, Goldenrods and Daisies","Yellow Thistle","S3","G5T5",475909,1.3402,148982680,117441533,0.00178628284059152
"198","Albany","Animal","Mussels and Clams","Freshwater Mussels","Yellow Lampmussel","S3","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
"199","Albany","Animal","Mussels and Clams","Freshwater Mussels","Tidewater Mucket","S1","G3G4",303348,-0.2427,1354273421,26971925,0.000219619201525983
